id,q_num,source_doc,bank_answer,bank_option_count,docx_block_id,docx_year_half,docx_q_num,docx_answer,docx_option_count,match_score,answer_status,needs_review
608,608,ISPM:objective:2024年上半年考试试题（第2批）【有答案版】_ocr.pdf#73,A,4,604,2024年上半年,75,A,2,0.99,same,False
609,609,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#1,B,4,678,2025年上半年,1,B,4,0.99,same,False
610,610,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#2,B,4,679,2025年上半年,2,B,1,0.99,same,False
611,611,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#3,C,4,680,2025年上半年,3,C,4,0.99,same,False
612,612,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#4,B,4,681,2025年上半年,4,B,4,0.99,same,False
613,613,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#5,B,4,682,2025年上半年,5,B,2,0.99,same,False
614,614,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#6,D,4,683,2025年上半年,6,D,4,0.99,same,False
615,615,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#7,A,4,684,2025年上半年,7,A,4,0.99,same,False
616,616,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#8,C,4,685,2025年上半年,8,C,1,0.99,same,False
617,617,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#9,A,4,686,2025年上半年,9,A,8,0.99,same,False
618,618,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#10,A,4,687,2025年上半年,10,A,4,0.99,same,False
619,619,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#11,B,4,688,2025年上半年,11,B,4,0.99,same,False
620,620,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#12,D,4,689,2025年上半年,12,D,4,0.99,same,False
621,621,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#13,D,4,690,2025年上半年,13,D,4,0.99,same,False
622,622,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#14,A,4,691,2025年上半年,14,A,1,0.99,same,False
623,623,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#15,B,4,692,2025年上半年,15,B,1,0.99,same,False
624,624,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#16,B,4,693,2025年上半年,16,B,4,0.99,same,False
625,625,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#17,B,4,694,2025年上半年,17,B,3,0.99,same,False
626,626,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#18,A,4,695,2025年上半年,18,A,4,0.99,same,False
627,627,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#19,D,4,696,2025年上半年,19,D,4,0.99,same,False
628,628,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#20,B,4,697,2025年上半年,25,B,4,0.99,same,False
629,629,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#21,D,4,698,2025年上半年,20,D,7,0.99,same,False
630,630,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#22,A,4,699,2025年上半年,21,A,1,0.99,same,False
631,631,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#23,B,4,700,2025年上半年,22,B,1,0.99,same,False
632,632,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#24,A,4,701,2025年上半年,23,A,4,0.99,same,False
633,633,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#25,C,4,702,2025年上半年,24,C,4,0.99,same,False
634,634,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#26,A,4,703,2025年上半年,26,A,4,0.99,same,False
635,635,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#27,D,4,704,2025年上半年,27,D,4,0.99,same,False
636,636,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#28,B,4,705,2025年上半年,28,B,4,0.99,same,False
637,637,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#29,C,4,706,2025年上半年,29,C,1,0.99,same,False
638,638,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#30,B,4,707,2025年上半年,30,B,4,0.99,same,False
639,639,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#31,B,4,708,2025年上半年,31,B,1,0.99,same,False
640,640,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#32,C,6,709,2025年上半年,32,C,3,0.99,same,False
641,641,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#33,B,4,710,2025年上半年,33,B,4,0.99,same,False
642,642,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#34,B,4,711,2025年上半年,34,B,1,0.99,same,False
643,643,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#35,B,4,712,2025年上半年,35,B,2,0.99,same,False
644,644,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#36,C,4,713,2025年上半年,36,C,4,0.99,same,False
645,645,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#37,A,4,714,2025年上半年,37,A,2,0.99,same,False
646,646,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#38,A,4,715,2025年上半年,38,A,2,0.99,same,False
647,647,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#39,C,4,716,2025年上半年,39,C,4,0.99,same,False
648,648,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#40,A,4,717,2025年上半年,40,A,4,0.99,same,False
649,649,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#41,A,4,718,2025年上半年,41,A,1,0.99,same,False
650,650,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#42,C,4,719,2025年上半年,42,C,1,0.99,same,False
651,651,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#43,A,4,720,2025年上半年,43,A,2,0.99,same,False
652,652,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#44,A,4,721,2025年上半年,44,A,1,0.99,same,False
653,653,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#45,A,4,722,2025年上半年,45,A,4,0.99,same,False
654,654,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#46,A,4,723,2025年上半年,46,A,1,0.99,same,False
655,655,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#47,C,4,724,2025年上半年,47,C,4,0.99,same,False
656,656,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#48,D,4,725,2025年上半年,48,D,5,0.99,same,False
657,657,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#49,B,4,726,2025年上半年,49,B,2,0.99,same,False
658,658,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#50,D,4,727,2025年上半年,50,D,1,0.99,same,False
659,659,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#51,C,4,728,2025年上半年,51,C,1,0.99,same,False
660,660,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#52,C,4,729,2025年上半年,52,C,2,0.99,same,False
661,661,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#53,C,4,730,2025年上半年,53,C,1,0.99,same,False
662,662,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#54,A,4,731,2025年上半年,54,A,4,0.99,same,False
663,663,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#55,B,4,732,2025年上半年,55,B,1,0.99,same,False
664,664,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#56,A,4,733,2025年上半年,56,A,1,0.99,same,False
665,665,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#57,A,4,734,2025年上半年,57,A,4,0.99,same,False
666,666,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#58,A,4,735,2025年上半年,58,A,2,0.99,same,False
667,667,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#59,C,4,736,2025年上半年,59,C,4,0.99,same,False
668,668,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#60,D,4,737,2025年上半年,60,D,4,0.99,same,False
669,669,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#61,B,4,738,2025年上半年,61,B,1,0.99,same,False
670,670,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#62,B,4,739,2025年上半年,62,B,1,0.99,same,False
671,671,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#63,C,4,740,2025年上半年,63,,1,0.99,na,False
672,672,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#64,B,4,741,2025年上半年,64,B,1,0.99,same,False
673,673,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#65,C,4,742,2025年上半年,65,C,1,0.99,same,False
674,674,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#66,A,4,743,2025年上半年,66,A,3,0.99,same,False
675,675,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#67,D,4,744,2025年上半年,67,D,1,0.99,same,False
676,676,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#68,C,4,745,2025年上半年,68,C,4,0.99,same,False
677,677,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#69,A,4,746,2025年上半年,69,A,1,0.99,same,False
678,678,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#70,B,4,747,2025年上半年,70,B,1,0.99,same,False
679,679,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#71,D,4,748,2025年上半年,71,D,3,0.99,same,False
680,680,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#72,B,4,749,2025年上半年,72,B,4,0.99,same,False
681,681,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#73,C,4,750,2025年上半年,73,C,2,0.99,same,False
682,682,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#74,D,4,751,2025年上半年,74,D,4,0.99,same,False
683,683,ISPM:objective:2025年上半年考试试题（第1批）【有答案版】单独选择题_ocr.pdf#75,A,4,752,2025年上半年,75,A,3,0.99,same,False
684,684,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#1,B,4,678,2025年上半年,1,B,4,0.99,same,False
685,685,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#2,B,4,679,2025年上半年,2,B,1,0.99,same,False
686,686,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#3,C,4,680,2025年上半年,3,C,4,0.99,same,False
687,687,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#4,B,4,681,2025年上半年,4,B,4,0.99,same,False
688,688,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#5,B,4,682,2025年上半年,5,B,2,0.99,same,False
689,689,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#6,D,4,683,2025年上半年,6,D,4,0.99,same,False
690,690,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#7,A,4,684,2025年上半年,7,A,4,0.99,same,False
691,691,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#8,B,4,694,2025年上半年,17,B,3,0.99,same,False
692,692,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#9,A,4,695,2025年上半年,18,A,4,0.99,same,False
693,693,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#10,C,4,685,2025年上半年,8,C,1,0.99,same,False
694,694,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#11,A,4,686,2025年上半年,9,A,8,0.99,same,False
695,695,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#12,A,4,687,2025年上半年,10,A,4,0.99,same,False
696,696,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#13,B,4,688,2025年上半年,11,B,4,0.99,same,False
697,697,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#14,D,4,689,2025年上半年,12,D,4,0.99,same,False
698,698,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#15,D,4,690,2025年上半年,13,D,4,0.99,same,False
699,699,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#16,A,4,691,2025年上半年,14,A,1,0.99,same,False
700,700,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#17,B,4,692,2025年上半年,15,B,1,0.99,same,False
701,701,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#18,B,4,693,2025年上半年,16,B,4,0.99,same,False
702,702,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#19,D,4,696,2025年上半年,19,D,4,0.99,same,False
703,703,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#20,D,4,698,2025年上半年,20,D,7,0.99,same,False
704,704,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#21,A,4,699,2025年上半年,21,A,1,0.99,same,False
705,705,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#22,B,4,700,2025年上半年,22,B,1,0.99,same,False
706,706,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#23,A,4,701,2025年上半年,23,A,4,0.99,same,False
707,707,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#24,C,4,702,2025年上半年,24,C,4,0.99,same,False
708,708,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#25,B,4,697,2025年上半年,25,B,4,0.99,same,False
709,709,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#26,A,4,703,2025年上半年,26,A,4,0.99,same,False
710,710,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#27,D,4,704,2025年上半年,27,D,4,0.99,same,False
711,711,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#28,B,4,705,2025年上半年,28,B,4,0.99,same,False
712,712,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#29,C,4,706,2025年上半年,29,C,1,0.99,same,False
713,713,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#30,B,4,707,2025年上半年,30,B,4,0.99,same,False
714,714,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#31,B,4,708,2025年上半年,31,B,1,0.99,same,False
715,715,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#32,C,4,709,2025年上半年,32,C,3,0.99,same,False
716,716,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#33,B,4,710,2025年上半年,33,B,4,0.99,same,False
717,717,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#34,B,4,711,2025年上半年,34,B,1,0.99,same,False
718,718,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#35,B,4,712,2025年上半年,35,B,2,0.99,same,False
719,719,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#36,C,4,713,2025年上半年,36,C,4,0.99,same,False
720,720,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#37,A,7,715,2025年上半年,38,A,2,0.99,same,False
721,721,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#38,C,4,716,2025年上半年,39,C,4,0.99,same,False
722,722,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#39,A,4,717,2025年上半年,40,A,4,0.99,same,False
723,723,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#40,C,4,719,2025年上半年,42,C,1,0.99,same,False
724,724,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#41,A,4,720,2025年上半年,43,A,2,0.99,same,False
725,725,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#42,A,4,721,2025年上半年,44,A,1,0.99,same,False
726,726,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#43,A,4,722,2025年上半年,45,A,4,0.99,same,False
727,727,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#44,A,4,723,2025年上半年,46,A,1,0.99,same,False
728,728,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#45,C,4,724,2025年上半年,47,C,4,0.99,same,False
729,729,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#46,D,4,725,2025年上半年,48,D,5,0.99,same,False
730,730,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#47,B,4,726,2025年上半年,49,B,2,0.99,same,False
731,731,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#48,D,4,727,2025年上半年,50,D,1,0.99,same,False
732,732,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#49,C,4,728,2025年上半年,51,C,1,0.99,same,False
733,733,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#50,C,4,729,2025年上半年,52,C,2,0.99,same,False
734,734,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#51,C,4,730,2025年上半年,53,C,1,0.99,same,False
735,735,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#52,A,4,731,2025年上半年,54,A,4,0.99,same,False
736,736,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#53,B,4,732,2025年上半年,55,B,1,0.99,same,False
737,737,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#54,A,4,733,2025年上半年,56,A,1,0.99,same,False
738,738,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#55,A,4,734,2025年上半年,57,A,4,0.99,same,False
739,739,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#56,A,4,735,2025年上半年,58,A,2,0.99,same,False
740,740,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#57,C,4,736,2025年上半年,59,C,4,0.99,same,False
741,741,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#58,D,4,737,2025年上半年,60,D,4,0.99,same,False
742,742,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#59,B,4,738,2025年上半年,61,B,1,0.99,same,False
743,743,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#60,B,4,739,2025年上半年,62,B,1,0.99,same,False
744,744,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#61,B,5,740,2025年上半年,63,,1,0.99,na,False
745,745,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#62,B,4,741,2025年上半年,64,B,1,0.99,same,False
746,746,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#63,C,4,742,2025年上半年,65,C,1,0.99,same,False
747,747,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#64,A,4,743,2025年上半年,66,A,3,0.99,same,False
748,748,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#65,D,4,744,2025年上半年,67,D,1,0.99,same,False
749,749,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#66,C,4,745,2025年上半年,68,C,4,0.99,same,False
750,750,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#67,A,4,746,2025年上半年,69,A,1,0.99,same,False
751,751,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#68,B,4,747,2025年上半年,70,B,1,0.99,same,False
752,752,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#69,D,4,748,2025年上半年,71,D,3,0.99,same,False
753,753,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#70,B,4,749,2025年上半年,72,B,4,0.99,same,False
754,754,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#71,C,4,750,2025年上半年,73,C,2,0.99,same,False
755,755,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#72,D,4,751,2025年上半年,74,D,4,0.99,same,False
756,756,ISPM:objective:2025年上半年考试试题（第2批）【有答案版】单独选择题_ocr.pdf#73,A,4,752,2025年上半年,75,A,3,0.99,same,False
757,757,ISPM:case:2020年下半年案例分析_ocr.pdf#1,,0,39,2020年下半年,41,C,1,0.1583,na,True
758,758,ISPM:case:2020年下半年案例分析_ocr.pdf#2,,0,35,2020年下半年,37,B,1,0.1597,na,True
759,759,ISPM:case:2020年下半年案例分析_ocr.pdf#3,,0,25,2020年下半年,25,D,1,0.1534,na,True
760,760,ISPM:case:2021年上半年案例分析_ocr.pdf#1,,0,112,2021年上半年,43,C,4,0.1507,na,True
761,761,ISPM:case:2021年上半年案例分析_ocr.pdf#2,,0,108,2021年上半年,39,C,1,0.2572,na,True
762,762,ISPM:case:2021年上半年案例分析_ocr.pdf#3,,0,112,2021年上半年,43,C,4,0.1872,na,True
763,763,ISPM:case:2021年下半年案例分析_ocr.pdf#1,,0,180,2021年下半年,38,A,4,0.1292,na,True
764,764,ISPM:case:2021年下半年案例分析_ocr.pdf#2,,0,182,2021年下半年,40,C,4,0.2658,na,True
765,765,ISPM:case:2021年下半年案例分析_ocr.pdf#3,,0,169,2021年下半年,27,C,1,0.1305,na,True
766,766,ISPM:case:2022年上半年案例分析_ocr.pdf#1,,0,241,2022年上半年,28,B,4,0.1535,na,True
767,767,ISPM:case:2022年上半年案例分析_ocr.pdf#2,,0,270,2022年上半年,59,D,4,0.2533,na,True
768,768,ISPM:case:2022年上半年案例分析_ocr.pdf#3,,0,266,2022年上半年,55,A,4,0.2531,na,True
769,769,ISPM:case:2022年下半年案例分析_ocr.pdf#1,,0,340,2022年下半年,60,B,4,0.1354,na,True
770,770,ISPM:case:2022年下半年案例分析_ocr.pdf#2,,0,347,2022年下半年,70,C,1,0.1866,na,True
771,771,ISPM:case:2022年下半年案例分析_ocr.pdf#3,,0,291,2022年下半年,8,C,1,0.1218,na,True
772,772,ISPM:case:2023年上半年案例分析【有答案版】_ocr.pdf#1,,0,57,2020年下半年,59,B,4,0.1596,na,True
773,773,ISPM:case:2023年上半年案例分析【有答案版】_ocr.pdf#2,,0,269,2022年上半年,58,B,2,0.1643,na,True
774,774,ISPM:case:2023年上半年案例分析【有答案版】_ocr.pdf#3,,0,340,2022年下半年,60,B,4,0.158,na,True
775,775,ISPM:case:2023年下半年案例分析（第1批）_ocr.pdf#1,,0,513,2023年下半年,31,B,2,0.1649,na,True
776,776,ISPM:case:2023年下半年案例分析（第1批）_ocr.pdf#2,,0,402,2023年下半年,14,A,1,0.1914,na,True
777,777,ISPM:case:2023年下半年案例分析（第1批）_ocr.pdf#3,,0,429,2023年下半年,41,A,1,0.2236,na,True
778,778,ISPM:case:2023年下半年案例分析（第2批）_ocr.pdf#1,,0,353,2023年下半年,2,D,1,0.201,na,True
779,779,ISPM:case:2023年下半年案例分析（第2批）_ocr.pdf#2,,0,505,2023年下半年,23,B,1,0.1574,na,True
780,780,ISPM:case:2023年下半年案例分析（第2批）_ocr.pdf#3,,0,513,2023年下半年,31,B,2,0.1574,na,True
781,781,ISPM:case:2023年下半年案例分析（第3批）_ocr.pdf#1,,0,433,2023年下半年,45,C,1,0.1667,na,True
782,782,ISPM:case:2023年下半年案例分析（第3批）_ocr.pdf#2,,0,433,2023年下半年,45,C,1,0.17,na,True
783,783,ISPM:case:2023年下半年案例分析（第3批）_ocr.pdf#3,,0,436,2023年下半年,48,D,1,0.2101,na,True
784,784,ISPM:case:2023年下半年案例分析（第4批）_ocr.pdf#1,,0,394,2023年下半年,6,D,1,0.2844,na,True
785,785,ISPM:case:2023年下半年案例分析（第4批）_ocr.pdf#2,,0,424,2023年下半年,36,A,1,0.3661,na,True
786,786,ISPM:case:2023年下半年案例分析（第4批）_ocr.pdf#3,,0,398,2023年下半年,10,A,1,0.2126,na,True
787,787,ISPM:case:2024年上半年案例分析（第1批）【有答案版】_ocr.pdf#1,,0,616,2024年上半年,12,B,4,0.1485,na,True
788,788,ISPM:case:2024年上半年案例分析（第1批）【有答案版】_ocr.pdf#2,,0,643,2024年上半年,39,A,1,0.1414,na,True
789,789,ISPM:case:2024年上半年案例分析（第1批）【有答案版】_ocr.pdf#3,,0,563,2024年上半年,34,B,2,0.1623,na,True
790,790,ISPM:case:2024年上半年案例分析（第2批）【有答案版】_ocr.pdf#1,,0,536,2024年上半年,7,C,4,0.1707,na,True
791,791,ISPM:case:2024年上半年案例分析（第2批）【有答案版】_ocr.pdf#2,,0,626,2024年上半年,22,A,2,0.1524,na,True
792,792,ISPM:case:2024年上半年案例分析（第2批）【有答案版】_ocr.pdf#3,,0,555,2024年上半年,26,B,1,0.1363,na,True
793,793,ISPM:case:2025年上半年案例分析（第1批）【有答案版】_ocr.pdf#1,,0,709,2025年上半年,32,C,3,0.146,na,True
794,794,ISPM:case:2025年上半年案例分析（第1批）【有答案版】_ocr.pdf#2,,0,825,2025年上半年,75,A,22,0.1765,na,True
795,795,ISPM:case:2025年上半年案例分析（第1批）【有答案版】_ocr.pdf#3,,0,700,2025年上半年,22,B,1,0.1412,na,True
796,796,ISPM:case:2025年上半年案例分析（第2批）【有答案版】_ocr.pdf#1,,0,709,2025年上半年,32,C,3,0.208,na,True
